文本,文本1,文本2
    對人體有輕微毒性        夜香木是一種有毒植物，如果攝入會傷害人類。症狀一般從輕度到中度。 夜香木的每一部分都是有毒的，甚至植物的氣味也會引起症狀。食用這種植物會導致胃炎、體溫升高、脈搏加快和流涎過多；同時，聞到這種植物的氣味會導致噁心、頭暈、呼吸困難和頭痛。由於它是一種快速傳播者，這種植物可能生長在靠近人口稠密的地方，在那裡它可能很容易被可能食用其部分的人獲得。    關於毒性的進一步資訊    ,,
,,
,,
,,
    對人體有輕微毒性        大量食用野萵苣 ，尤其是成熟的葉子，會導致神經質、煩躁、心臟麻痺，甚至死亡。這可能是偶然發生的，因為有使用植物的年輕部分作為食物或茶的傳統。食用這種植物或從中製備產品時應謹慎。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
    對人體有輕微毒性        與李屬的幾乎所有成員一樣，這個野黑櫻在每個部分都含有氰化物前體，包括它的種子，唯一的例外是它的果實。一旦人類吃了種子、葉子或植物的任何其他部分，這些氰毒素在與胃酸接觸時就會轉化為氰化物氣體。這種氣體通過粘膜吸收並使人中毒。症狀從激動發展為虛弱、失去協調和肌肉痙攣、移動或說話困難、呼吸和心跳減慢，最後死亡。    關於毒性的進一步資訊    ,    對狗有毒   野黑櫻的任何部分都可能導致狗的致命反應；如果您懷疑您的狗咀嚼了該植物的任何部分，請將其視為醫療緊急情況。莖、葉和種子都含有氰化物。攝入後的症狀可能包括喘氣、虛弱、瞳孔擴大、抽搐、昏迷和呼吸衰竭。    關於毒性的進一步資訊    ,
,,
,,
,,
    對人體有輕微毒性        藥鼠李的果實和葉子含有有毒的糖苷，對人體有多種不良影響。這些糖苷會導致任何食用足夠的沙棘漿果或樹葉的生物出現嚴重的胃腸道症狀：噁心、流口水、嘔吐、絞痛和腹瀉。此外，這些糖苷已被證明會隨著時間的推移導致進行性肝損傷，從炎症和黃疸開始，並可能以壞死和死亡結束。讓小孩遠離這棵樹，並確保大一點的孩子知道果實有毒。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
    對人體有中度毒性        洋瑞香中毒最有可能發生在意外攝入植物的任何部分或與其汁液或葉子的身體接觸。樹皮、汁液和漿果是毒性最強的部分，但食用植物的任何部分都可能導致死亡或嚴重疾病。食用植物中毒的症狀可能包括口腔灼熱感、口渴、舌頭和嘴唇腫脹、吞嚥困難、噁心、嘔吐、虛弱、血性腹瀉、嗜睡和昏迷。接觸汁液或葉子會導致皮膚刺激、腫脹和起泡，持續數天。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
    對貓有毒   許多洋吊鐘 （ Kalanchoe delagoensis ）品種對貓有毒，懷疑食用時必須立即就醫。稱為蟾蜍二烯內酯的有害毒素存在於植物的所有部位，尤其是在花朵中。中毒的最初症狀是嘔吐、腹瀉、流口水、心率變化、虛弱和四肢發冷，但如果不及時治療，中毒會導致心臟驟停和死亡。     ,,
    對狗有毒   洋蔥植物的所有部分至少對狗有輕度毒性，但球莖 - 人類最常準備和食用的部分 - 通常會引起最強烈的反應。狗經常不小心吃掉洋蔥 ，它們作為餐桌殘渣給出。嘔吐、腹瀉、過度流口水和一般胃腸道不適都是可能的結果。雖然這些症狀都可能給您的小狗帶來極大的不適，但幸運的是，洋蔥攝入幾乎不會引起嚴重或致命的反應。    關於毒性的進一步資訊    ,    對貓有毒   所有洋蔥種類對貓都是有毒的， 洋蔥 （ Allium cepa ）是所有洋蔥中毒性最大的。植物的每一部分，無論是地上還是地下，對貓科動物都是有毒的。吃了一些的貓會在 6-12 小時內開始出現疾病跡象——可能包括嘔吐、過度流口水、腹瀉、虛弱、牙齦蒼白和/或腹痛。通常，貓需要獸醫治療才能完全康復。即使是煮熟的洋蔥也是危險的！    關於毒性的進一步資訊    ,
,,
    對人體有輕微毒性           關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
,,
,,
,,
    對人體有中度毒性        菸草中毒最有可能因吸煙或食用菸草產品或無意攝入植物的花或葉而發生。這些部分具有劇毒，食用後可能致命。食用這些成分還會導致嘔吐、腹瀉、脈搏緩慢、頭暈、虛脫、精神錯亂、頭痛、震顫和呼吸衰竭等症狀。人類也可能因與植物的身體接觸菸草收穫植物的人暴露於毒性的風險更高，特別是如果葉子是濕的。由於長期接觸毒素，吸煙等煙草製品也會導致尼古丁成癮和對各種器官的嚴重不良影響。    關於毒性的進一步資訊    ,,
,,
    對人體有中度毒性        亞麻是一種微毒植物。種子和花含有氰甙。這些毒素會對敏感皮膚造成輕微刺激。輕微的瘙癢和發紅很常見，接觸後幾分鐘內就會消退。大量攝入植物的任何部分都是有毒的。中毒症狀包括噁心、腹瀉、嘔吐和腹痛。更嚴重的症狀包括抽搐和呼吸困難。在極端情況下會發生癱瘓和死亡。意外攝入很少見，園丁最有可能接觸到種子和花朵。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
,,
    對人體有高度毒性        如果大量攝入， 血根草的根是劇毒的。它們含有異喹啉生物鹼，如果內服，會對身體產生很大的負面影響。食用會導致嘔吐、頭暈、昏厥、噁心、腹瀉、瞳孔放大和心力衰竭。 血根草在商業上作為藥膏出售，結果未經研究，但切勿食用。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
    對人體有輕微毒性        當大量食用時， 雪花蓮會引起人體中毒反應。症狀通常是輕微的，主要引起不適。由於花、葉和根含有一種稱為石蒜鹼的生物鹼，這些部分具有毒性。食用植物的這些部分會導致嘔吐、腹瀉和噁心。因為它是一種經常在家附近的花園中發現的觀賞植物，所以它們可以很容易地生長在可能不小心吃掉植物部分的兒童接觸不到的地方。    關於毒性的進一步資訊    ,,
,,
    對人體有輕微毒性        萱草的花蕾、塊莖、芽或花對某些人有不良反應的風險。有報導稱食用生花和花蕾會導致胃部不適、腹瀉或嘔吐。目前尚不清楚這種輕度至中度反應的發生是由於個人對萱草反應，還是存在錯誤識別。食用來自該工廠的大量未煮過的材料似乎是最大的風險。    關於毒性的進一步資訊    ,    對貓有毒   Hemerocallis fulva屬的許多品種對貓來說都是劇毒的，即使是與這種植物或其花粉的最小接觸也會構成醫療緊急情況。貓不應該是萱草因為整個植物，包括花粉和花瓶中的水，都會導致嚴重中毒，在極端情況下會造成死亡威脅。最初的症狀包括脫水、嘔吐、嗜睡和食慾不振。    關於毒性的進一步資訊    ,
    對人體有輕微毒性           關於毒性的進一步資訊    ,    對貓有毒   Hemerocallis lilioasphodelus屬的許多品種對貓來說都是劇毒的，即使是與這種植物或其花粉的最小接觸也會構成醫療緊急情況。貓不應該是萱草因為整個植物，包括花粉和花瓶中的水，都會導致嚴重中毒，在極端情況下會造成死亡威脅。最初的症狀包括脫水、嘔吐、嗜睡和食慾不振。    關於毒性的進一步資訊    ,
,,
,,
,,
,,
    對人體有輕微毒性        如果攝入， 繡球蔥可能對人類有毒。食用這種植物的影響通常是輕微的，這是由植物幾乎所有部分（包括花、莖和根）中的硫化物引起的。燈泡不被認為有毒。食用有毒植物部分的症狀可能包括腹瀉、嘔吐和噁心。如果兒童偶然發現並吃掉球莖以外的植物任何部分，他們可能更容易受到這種植物的影響。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
    對人體有輕微毒性        與李屬的幾乎所有成員一樣，這個杏在每個部分都含有氰化物前體，包括它的種子，唯一的例外是它的果實。一旦人類吃了種子、葉子或植物的任何其他部分，這些氰毒素在與胃酸接觸時就會轉化為氰化物氣體。這種氣體通過粘膜吸收並使人中毒。症狀從激動發展為虛弱、失去協調和肌肉痙攣、移動或說話困難、呼吸和心跳減慢，最後死亡。    關於毒性的進一步資訊    ,    對狗有毒   杏樹的所有部分對狗都是劇毒的。雖然種子含有最高濃度的毒素氰化物，但整個植物在攝入時都是有毒的，如果動物不及時接受獸醫治療，可能會導致死亡。攝入的症狀包括流口水、攻擊性、嘔吐、血便、水汪汪的眼睛和虛弱。    關於毒性的進一步資訊    ,    對貓有毒   對貓有嚴重毒性，食用杏 （ Prunus armeniaca ）植物的任何部分都可能導致嘔吐、呼吸困難、瞳孔放大或休克。這種植物的莖、葉和種子中含有的氰化物在植物枯萎時特別有效，因此成熟或垂死的植物比年輕和有活力的植物毒性更大。建議獸醫注意。    關於毒性的進一步資訊    
,,
,,
,,
,,
,,
    對人體有高度毒性        由於汁液中含有不溶性草酸鈣，因此所有星點藤症狀包括舌頭、嘴唇和喉嚨的刺激和腫脹、極度流涎、嘔吐、腹瀉和腹痛。皮膚接觸樹液也會產生不良反應，尤其是皮炎。 星點藤是一種常見的室內植物，這可能會使好奇的孩子更容易中毒，或者在照顧植物時直接接觸皮膚。    關於毒性的進一步資訊    ,    對狗有毒   星點藤對狗有輕微到嚴重的毒性，具體取決於狗的攝入量。值得慶幸的是，狗往往只吃少量這種植物，這種植物很苦，經常會立即引起刺激。植物的所有部分都含有草酸鈣，攝入後會在口腔內和口腔周圍引起強烈的灼燒感。它還經常刺激腸道，引起腹痛、腹瀉和嘔吐。如果大量攝入草酸鈣，可能會導致癲癇發作、昏迷或死亡——不過，這種情況非常罕見。    關於毒性的進一步資訊    ,    對貓有毒   星點藤 （ Scindapsus pictus ）藤蔓的懸垂性質使這種常見的室內植物成為頑皮貓的誘人目標。不要讓它們咀嚼葉子，因為汁液會導致貓的嘴巴劇烈疼痛、胃部不適，甚至可能導致死亡。 星點藤中毒無法治愈，但應在發現食用後立即致電獸醫以製定治療計劃。    關於毒性的進一步資訊    
    對人體有輕微毒性        星點桃葉珊瑚被歸類為有毒植物，如果被攝入會傷害人類。攝入的影響通常是輕微的。漿果狀的果實和葉子含有糖苷，對食用這些植物部分的人構成危險。症狀包括輕微發燒、嘔吐和噁心。有些人在生存情況下將這種植物作為緊急食物攝入，因此可能會不小心吃掉種子並經歷這些負面的毒性反應。其他人可能會將漿果誤認為是可食用的品種，並錯誤地食用了有毒的水果。    關於毒性的進一步資訊    ,,
,,
    對人體有輕微毒性        食用大量水果或意外攝入植物的葉子或其他部分最有可能發生新西蘭苦檻藍中毒。 新西蘭苦檻藍植物的所有部分都含有一種對肝臟有毒的化合物，但葉子是毒性最大的部分。中毒引起肝損傷的症狀可能包括噁心、疲勞、虛弱、黃疸和對光敏感。對肝臟的損害可能是嚴重和永久性的。患有影響肺部和肝臟的疾病的人可能更容易出現這些不良反應。    關於毒性的進一步資訊    ,,
,,
    對人體有輕微毒性        新疆忍冬具有毒性，如果植物被人類食用，這種毒性會被激活。如果食用，這種植物會引起輕微的症狀。由於它們含有有毒的皂苷，漿果是植物的一部分，會引起這些症狀，包括腹瀉、胃痛和嘔吐。由於這些植物生長在樹木繁茂的地區和家庭周圍的花園中，人們很容易接觸到它們，他們可能會出於好奇而在沒有意識到危險的情況下吃掉這些鮮豔的漿果。    關於毒性的進一步資訊    ,,
    對人體有中度毒性           關於毒性的進一步資訊    ,    對貓有毒      關於毒性的進一步資訊    ,
,,
,,
    對貓有毒   許多Rumex hastatulus屬植物含有可溶性草酸鹽，對貓有毒的化學物質。 心翼酸模植物的任何部分都會導致輕度中毒，表現為胃腸道紊亂，如嘔吐、痙攣和腹瀉。嚴重或可能致命的情況只有在長期攝入或一次食用大量植物時才會發生。立即就醫，以免發展成更嚴重的情況。     ,,
